MCH Institution Type,MCH Institution Type Name,Attribute Level,Attribute Type,Attribute Code,Filterable,Attribute Type Description,Attribute Code Description
73,Health Alliance,Person,Primary Profession,Podiatrist,Yes,Indicates the primary profession of the person.,The primary profession of the person is a podiatrist.
73,Health Alliance,Person,Primary Profession,Psychologist,Yes,Indicates the primary profession of the person.,The primary profession of the person is psychologist.
73,Health Alliance,Person,Primary Profession,Social Worker,Yes,Indicates the primary profession of the person.,The primary profession of the person is a social worker.
73,Health Alliance,Person,Primary Profession,Technician,No,Indicates the primary profession of the person.,The primary profession of the person is a technician/technologist.
73,Health Alliance,Person,Primary Profession,Veterinarian,Yes,Indicates the primary profession of the person.,The primary profession of the person is a veterinarian.
73,Health Alliance,Person,State License Number,State License Number,Yes,The state license number of the provider.,The state license number of the provider.
73,Health Alliance,Person,State License Number Available,No,Yes,Indicates whether or not the contact person has a state license number available.,The provider does not have a state license number available.
73,Health Alliance,Person,State License Number Available,Yes,Yes,Indicates whether or not the contact person has a state license number available.,The provider has a state license number available.
73,Health Alliance,Person,State Licensed,State Licensed,No,The state the provider is licensed.,The state the provider is licensed.
74,Healthcare Laboratory,Institution,Alt Institution Name,Alt Institution Name,No,The full name of the institution.,The full name of the institution.
74,Healthcare Laboratory,Institution,Alt Institution Name - DBA,Alt Institution Name - DBA,No,"The ""Doing Business As"" name of the institution. This name should be given priority over other names.","The ""Doing Business As"" name of the institution. This name should be given priority over other names."
74,Healthcare Laboratory,Institution,CBSA Code,CBSA Code,No,The core based statistical are code of the institution.,The core based statistical are code of the institution.
74,Healthcare Laboratory,Institution,EHR System,No,Yes,An indicator for whether or not the hospital has an Electronic Health Record system.,The organization does not have an Electronic Health Record system.
74,Healthcare Laboratory,Institution,EHR System,Yes,Yes,An indicator for whether or not the hospital has an Electronic Health Record system.,The organization has an Electronic Health Record system.
74,Healthcare Laboratory,Institution,Geo Precision 1,Approximate,No,Indicates the level of accuracy of the geo code.,The geocode is approximate.
74,Healthcare Laboratory,Institution,Geo Precision 1,Geometric Center,No,Indicates the level of accuracy of the geo code.,The geocode is a geometric center based either on a street or region.
74,Healthcare Laboratory,Institution,Geo Precision 1,Range Interpolated,No,Indicates the level of accuracy of the geo code.,The geocode reflects an approximation interpolated between two precise points.
74,Healthcare Laboratory,Institution,Geo Precision 1,Rooftop,No,Indicates the level of accuracy of the geo code.,The returned geocode is precise down to street address.
74,Healthcare Laboratory,Institution,Geo Precision 1,Unknown,No,Indicates the level of accuracy of the geo code.,The geocode is unknown.
74,Healthcare Laboratory,Institution,Institution New-to-File Date,Institution New-to-File Date,Yes,The date the institution record was added to the MCH database. Institutions with a date of 1950 were added to the MCH system prior to using date stamps on the data.,The date the institution record was added to the MCH database. Institutions with a date of 1950 were added to the MCH system prior to using date stamps on the data.
74,Healthcare Laboratory,Institution,Latitude,Latitude,No,"The distance running north or south of the earth's equator, expressed in degrees and minutes.","The distance running north or south of the earth's equator, expressed in degrees and minutes."
74,Healthcare Laboratory,Institution,Longitude,Longitude,No,"The distance east or west of the meridian at Greenwich, England, expressed in degrees and minutes.","The distance east or west of the meridian at Greenwich, England, expressed in degrees and minutes."
74,Healthcare Laboratory,Institution,NAICS Code-Primary,Blood and Organ Banks,No,The North American Industry Classification System code.,"Facilities primarily engaged in collecting, storing, and distributing blood and blood products, and storing and distributing body organs."
74,Healthcare Laboratory,Institution,NAICS Code-Primary,Medical Laboratories,No,The North American Industry Classification System code.,"Facilities primarily engaged in providing analytic or diagnostic services, including body fluid analysis, generally to the medical profession or to the patient on referral from a health practitioner."
74,Healthcare Laboratory,Institution,NPI Available - Institution,No,Yes,Indicates whether or not a National Provider Identifier is available for the organization.,Indicates that the NPI Number is available for the institution.
74,Healthcare Laboratory,Institution,NPI Available - Institution,Yes,Yes,Indicates whether or not a National Provider Identifier is available for the organization.,Indicates that the NPI Number is available for the institution.
74,Healthcare Laboratory,Institution,NPI Number - Institution,NPI Number - Institution,Yes,"A unique 10-digit identification number issued to health care organizations in the United States by the Centers for Medicare and Medicaid Services (CMS). The NPI has replaced the unique provider identification number (UPIN) as the required identifier for Medicare services, and is used by other payers, including commercial healthcare insurers.","A unique 10-digit identification number issued to health care providers in the United States by the Centers for Medicare and Medicaid Services (CMS). The NPI has replaced the unique provider identification number (UPIN) as the required identifier for Medicare services, and is used by other payers, including commercial healthcare insurers."
74,Healthcare Laboratory,Institution,Physician Count,Physician Count,Yes,The number of physicians at the institution.,The number of physicians at the institution.
74,Healthcare Laboratory,Institution,Physician Size Code,A - Very Large (30+),No,A description value that identifies the range of number of physicians at the institution.,An organization with 30+ physicians.
74,Healthcare Laboratory,Institution,Physician Size Code,B - Large (20-29),No,A description value that identifies the range of number of physicians at the institution.,An organization with 20-29 physicians.
74,Healthcare Laboratory,Institution,Physician Size Code,C - Medium (10-19),No,A description value that identifies the range of number of physicians at the institution.,An organization with 10-19 physicians.
74,Healthcare Laboratory,Institution,Physician Size Code,D - Small (5-9),No,A description value that identifies the range of number of physicians at the institution.,An organization with 5-9 physicians.
74,Healthcare Laboratory,Institution,Physician Size Code,E - Very Small (1-4),No,A description value that identifies the range of number of physicians at the institution.,An organization with 1-4 physicians.
74,Healthcare Laboratory,Institution,Physician Size Code,F - Zero (0),No,A description value that identifies the range of number of physicians at the institution.,An organization with no physicians.
74,Healthcare Laboratory,Institution,Physician Size Code,U - Unknown,No,A description value that identifies the range of number of physicians at the institution.,An organization with an unknown number of physicians.
74,Healthcare Laboratory,Institution,Provider Count,Provider Count,Yes,"The number of providers at the institution. A provider is a person such as a doctor, physician assistant, or nurse practitioner licensed by the state to perform specified health services.",The number of providers at the institution.
74,Healthcare Laboratory,Institution,Provider Size Code,A - Very Large (100+),No,A description value that identifies the range of number of providers at the institution.,An organization with 100+ providers.
74,Healthcare Laboratory,Institution,Provider Size Code,B - Large (30-99),No,A description value that identifies the range of number of providers at the institution.,An organization with 30-99 providers.
74,Healthcare Laboratory,Institution,Provider Size Code,C - Medium (10-29),No,A description value that identifies the range of number of providers at the institution.,An organization with 10-29 providers.
74,Healthcare Laboratory,Institution,Provider Size Code,D - Small (5-9),No,A description value that identifies the range of number of providers at the institution.,An organization with 5-9 providers.
74,Healthcare Laboratory,Institution,Provider Size Code,E - Very Small (1-4),No,A description value that identifies the range of number of providers at the institution.,An organization with 1-4 providers.
74,Healthcare Laboratory,Institution,Provider Size Code,U - Unknown,No,A description value that identifies the range of number of providers at the institution.,An organization with an unknown number of providers.
74,Healthcare Laboratory,Institution,SIC Code-Primary,"Health and Allied Services, Not Elsewhere Classified",No,The Standard Industry Classification (SIC) code.,"Facilities primarily engaged in providing health and allied services, not elsewhere classified."
74,Healthcare Laboratory,Institution,SIC Code-Primary,Medical Laboratories,No,The Standard Industry Classification (SIC) code.,"Facilities engaged in providing professional analytic or diagnostic services to the medical profession, or to the patient on prescription of a physician."
74,Healthcare Laboratory,Institution,Type of Laboratory,Blood Bank,Yes,Indicates the type of laboratory.,"A blood bank is a free-standing laboratory that collects blood from donors, classifies it, and makes it available for transfusion."
74,Healthcare Laboratory,Institution,Type of Laboratory,Clinical Laboratory,Yes,Indicates the type of laboratory.,"A clinical laboratory that tests blood, other body fluids, and tissue."
74,Healthcare Laboratory,Institution,Type of Laboratory,Other Laboratory,Yes,Indicates the type of laboratory.,A laboratory performing services that do not fall in another category listed.
74,Healthcare Laboratory,Institution,Type of Laboratory,Reference Laboratory,Yes,Indicates the type of laboratory.,A type of laboratory that usually provides complex or specialized testing apart from where patients receive medical care.
74,Healthcare Laboratory,Person,Certification Type,Advanced Nurse,No,The type of certification held by the contact person.,Holds an Advanced Nursing certification.
74,Healthcare Laboratory,Person,Certification Type,Anesthesia Assistant,No,The type of certification held by the contact person.,Holds an Anesthesia Assistant certification.
74,Healthcare Laboratory,Person,Certification Type,Audiologist,No,The type of certification held by the contact person.,Hold an Audiologist certification.
74,Healthcare Laboratory,Person,Certification Type,Certified Nurse Anesthetist,No,The type of certification held by the contact person.,Holds a Certified Nurse Anesthetist certification.
74,Healthcare Laboratory,Person,Certification Type,Chiropractor,No,The type of certification held by the contact person.,Holds a Chiropractic certification.
74,Healthcare Laboratory,Person,Certification Type,Clinical Nurse Specialist,No,The type of certification held by the contact person.,Holds a Clinical Nurse Specialist certification.
74,Healthcare Laboratory,Person,Certification Type,Doctor of Dental Surgery (DDS),No,The type of certification held by the contact person.,Holds a Doctor of Dental Surgery certification.
74,Healthcare Laboratory,Person,Certification Type,Doctor of Optometry,No,The type of certification held by the contact person.,Holds a Doctor of Optometry certification.
74,Healthcare Laboratory,Person,Certification Type,Doctor of Osteopathic Medicine (DO),No,The type of certification held by the contact person.,Holds a Doctor of Osteopathic Medicine certification.
74,Healthcare Laboratory,Person,Certification Type,Doctor of Podiatric Medicine,No,The type of certification held by the contact person.,Holds a Doctor of Podiatric Medicine certification.
74,Healthcare Laboratory,Person,Certification Type,Licensed Esthetician,No,The type of certification held by the contact person.,Holds a Licensed Esthetician certification.
74,Healthcare Laboratory,Person,Certification Type,Licensed Practical Nurse (LPN),No,The type of certification held by the contact person.,Holds a Licensed Practical Nurse certification.
74,Healthcare Laboratory,Person,Certification Type,Medical Doctor (MD),No,The type of certification held by the contact person.,Holds a Medical Doctor certification.
74,Healthcare Laboratory,Person,Certification Type,Naturopathic Doctor,No,The type of certification held by the contact person.,Holds a Naturopathic Doctor certification.
74,Healthcare Laboratory,Person,Certification Type,Nurse Midwife,No,The type of certification held by the contact person.,Holds a Nurse Midwife certification.
74,Healthcare Laboratory,Person,Certification Type,Nurse Practitioner (NP),No,The type of certification held by the contact person.,Holds a Nurse Practitioner certification.
74,Healthcare Laboratory,Person,Certification Type,Pharmacist,No,The type of certification held by the contact person.,Holds a Pharmacist certification.
74,Healthcare Laboratory,Person,Certification Type,Pharmacist Intern,No,The type of certification held by the contact person.,Holds a Pharmacist Internship certification.
74,Healthcare Laboratory,Person,Certification Type,Pharmacy Technician,No,The type of certification held by the contact person.,Holds a Pharmacy Technician certification.
74,Healthcare Laboratory,Person,Certification Type,Physician Assistant (PA),No,The type of certification held by the contact person.,Holds a Physician Assistant certification.
74,Healthcare Laboratory,Person,Certification Type,Psychologist,No,The type of certification held by the contact person.,Holds a Psychologist certification.
74,Healthcare Laboratory,Person,Certification Type,Registered Nurse (RN),No,The type of certification held by the contact person.,Holds a Registered Nurse certification.
74,Healthcare Laboratory,Person,Certification Type,Social Worker,No,The type of certification held by the contact person.,Holds a Social Worker certification.
74,Healthcare Laboratory,Person,Certification Type,Veterinary Medical Doctor,No,The type of certification held by the contact person.,Holds a Veterinary Medical Doctor certification.
74,Healthcare Laboratory,Person,DEA Expiration Date,DEA Expiration Date,No,The date the DEA number is set to expire.,The date the DEA number is set to expire.
74,Healthcare Laboratory,Person,DEA Number,DEA Number,No,The DEA number of the provider.,The DEA Number of the provider.
74,Healthcare Laboratory,Person,DEA Number Available,No,No,Indicates whether or not a DEA number is available for the provider.,A DEA number is not available for the provider.
74,Healthcare Laboratory,Person,DEA Number Available,Yes,No,Indicates whether or not a DEA number is available for the provider.,A DEA number is available for the provider.
74,Healthcare Laboratory,Person,Medicare Participation,No,Yes,Indicates whether or not the provider participates in Medicare.,The provider does not participate in the Medicare program.
74,Healthcare Laboratory,Person,Medicare Participation,Yes,Yes,Indicates whether or not the provider participates in Medicare.,The provider participates in the Medicare program.
74,Healthcare Laboratory,Person,NPI Available - Person,No,Yes,Indicates whether or not a National Provider Identifier is available for the provider.,A National Provider Identifier is not available for the provider.
74,Healthcare Laboratory,Person,NPI Available - Person,Yes,Yes,Indicates whether or not a National Provider Identifier is available for the provider.,A National Provider Identifier is available for the provider.
74,Healthcare Laboratory,Person,NPI Number,NPI - Person,Yes,"A unique 10-digit identification number issued to health care providers in the United States by the Centers for Medicare and Medicaid Services (CMS). The National Provider Identifier is a required identifier for Medicare services, and is used by other payers, including commercial healthcare insurers.",The provider's NPI number.
74,Healthcare Laboratory,Person,Person New-to-File Date,Person New-to-File Date,Yes,The date the person record was added to the MCH database.,The date the person record was added to the MCH database.
74,Healthcare Laboratory,Person,Primary Location,No,Yes,Indicates whether or not this is the main location where the provider works.,Indicates this is not the main location the provider works.
74,Healthcare Laboratory,Person,Primary Location,Yes,Yes,Indicates whether or not this is the main location where the provider works.,Indicates this is the main location the provider works.
74,Healthcare Laboratory,Person,Primary Profession,Alternative Medicine,Yes,Indicates the primary profession of the person.,The primary profession of the person is alternative medicine.
74,Healthcare Laboratory,Person,Primary Profession,Audiologist,No,Indicates the primary profession of the person.,The primary profession of the person is an audiologist.
74,Healthcare Laboratory,Person,Primary Profession,Chiropractor,No,Indicates the primary profession of the person.,The primary profession of the person is a chiropractor.
74,Healthcare Laboratory,Person,Primary Profession,Cosmetologist,No,Indicates the primary profession of the person.,The primary profession of the person is in cosmetology.
74,Healthcare Laboratory,Person,Primary Profession,Counselor,No,Indicates the primary profession of the person.,The primary profession of the person is a counselor.
74,Healthcare Laboratory,Person,Primary Profession,Dentist,Yes,Indicates the primary profession of the person.,The primary profession of the person is a dentist.
74,Healthcare Laboratory,Person,Primary Profession,Dietician,No,Indicates the primary profession of the person.,The primary profession of the person is a dietician / nutritionist.
74,Healthcare Laboratory,Person,Primary Profession,Doctor of Osteopathy,Yes,Indicates the primary profession of the person.,The primary profession of the person is a Doctor of Osteopathy.
74,Healthcare Laboratory,Person,Primary Profession,Healthcare Administrator,No,Indicates the primary profession of the person.,The primary profession of the person is a healthcare administrator.
74,Healthcare Laboratory,Person,Primary Profession,Medical Doctor,Yes,Indicates the primary profession of the person.,The primary profession of the person is a medical doctor.
74,Healthcare Laboratory,Person,Primary Profession,Naturopathic Doctor,Yes,Indicates the primary profession of the person.,The primary profession of the person is a naturopathic doctor.
74,Healthcare Laboratory,Person,Primary Profession,Nurse,No,Indicates the primary profession of the person.,The primary profession of the person is a nurse.
74,Healthcare Laboratory,Person,Primary Profession,Occupational Therapist,No,Indicates the primary profession of the person.,The primary profession of the person is an occupational therapist.
74,Healthcare Laboratory,Person,Primary Profession,Operating or Surgical Assistant,No,Indicates the primary profession of the person.,The primary profession of the person is an operating or surgical assistant.
74,Healthcare Laboratory,Person,Primary Profession,Optometrist,No,Indicates the primary profession of the person.,The primary profession of the person is an optometrist.
74,Healthcare Laboratory,Person,Primary Profession,Pharmacist,No,Indicates the primary profession of the person.,The primary profession of the person is a pharmacist.
74,Healthcare Laboratory,Person,Primary Profession,Physical Therapist,No,Indicates the primary profession of the person.,The primary profession of the person is a physical therapist.
74,Healthcare Laboratory,Person,Primary Profession,Physician Assistant,No,Indicates the primary profession of the person.,The primary profession of the person is a physician assistant.
74,Healthcare Laboratory,Person,Primary Profession,Podiatrist,No,Indicates the primary profession of the person.,The primary profession of the person is a podiatrist.
74,Healthcare Laboratory,Person,Primary Profession,Psychologist,No,Indicates the primary profession of the person.,The primary profession of the person is psychologist.
74,Healthcare Laboratory,Person,Primary Profession,Social Worker,No,Indicates the primary profession of the person.,The primary profession of the person is a social worker.
74,Healthcare Laboratory,Person,Primary Profession,Technician,No,Indicates the primary profession of the person.,The primary profession of the person is a technician/technologist.
74,Healthcare Laboratory,Person,Primary Profession,Veterinarian,No,Indicates the primary profession of the person.,The primary profession of the person is a veterinarian.
74,Healthcare Laboratory,Person,State License Number,State License Number,Yes,The state license number of the provider.,The state license number of the provider.
74,Healthcare Laboratory,Person,State License Number Available,No,Yes,Indicates whether or not the contact person has a state license number available.,The provider does not have a state license number available.
74,Healthcare Laboratory,Person,State License Number Available,Yes,Yes,Indicates whether or not the contact person has a state license number available.,The provider has a state license number available.
74,Healthcare Laboratory,Person,State Licensed,State Licensed,No,The state the provider is licensed.,The state the provider is licensed.
75,Residential Care Facility,Institution,Alt Institution Name,Alt Institution Name,No,The full name of the institution.,The full name of the institution.
75,Residential Care Facility,Institution,Alt Institution Name - DBA,Alt Institution Name - DBA,No,"The ""Doing Business As"" name of the institution. This name should be given priority over other names.","The ""Doing Business As"" name of the institution. This name should be given priority over other names."
75,Residential Care Facility,Institution,Bed Count,Number of Beds,Yes,The number of beds licensed to the institution.,The total number of beds the organization is licensed to have.
75,Residential Care Facility,Institution,Bed Size Code,A - Very Large (150+),No,A description value that identifies the range of licensed beds for the institution.,A facility licensed to care for 150+ patients.
75,Residential Care Facility,Institution,Bed Size Code,B - Large (100-149),No,A description value that identifies the range of licensed beds for the institution.,A facility licensed to care for 100-149 patients.
75,Residential Care Facility,Institution,Bed Size Code,C - Medium (50-99),No,A description value that identifies the range of licensed beds for the institution.,A facility licensed to care for 50-99 patients.
75,Residential Care Facility,Institution,Bed Size Code,D - Small (15-49),No,A description value that identifies the range of licensed beds for the institution.,A facility licensed to care for 15-49 patients.
75,Residential Care Facility,Institution,Bed Size Code,E - Very Small (1-14),No,A description value that identifies the range of licensed beds for the institution.,A facility licensed to care for 1-14 patients.
75,Residential Care Facility,Institution,Bed Size Code,F - Zero (0),No,A description value that identifies the range of licensed beds for the institution.,A facility licensed for 0 beds.
75,Residential Care Facility,Institution,Bed Size Code,U - Unknown,No,A description value that identifies the range of licensed beds for the institution.,A facility licensed to care for an unknown number of patients.
75,Residential Care Facility,Institution,CBSA Code,CBSA Code,No,The core based statistical area code of the institution.,The core based statistical area code of the institution.
75,Residential Care Facility,Institution,EHR System,No,Yes,An indicator for whether or not the organization has an Electronic Health Record system.,The organization does not have an Electronic Health Record system.
75,Residential Care Facility,Institution,EHR System,Yes,Yes,An indicator for whether or not the organization has an Electronic Health Record system.,The organization has an Electronic Health Record system.
75,Residential Care Facility,Institution,Geo Precision 1,Approximate,No,Indicates the level of accuracy of the geo code.,The geocode is approximate.
75,Residential Care Facility,Institution,Geo Precision 1,Geometric Center,No,Indicates the level of accuracy of the geo code.,The geocode is a geometric center based either on a street or region.
75,Residential Care Facility,Institution,Geo Precision 1,Range Interpolated,No,Indicates the level of accuracy of the geo code.,The geocode reflects an approximation interpolated between two precise points.
75,Residential Care Facility,Institution,Geo Precision 1,Rooftop,No,Indicates the level of accuracy of the geo code.,The returned geocode is precise down to street address.
75,Residential Care Facility,Institution,Geo Precision 1,Unknown,No,Indicates the level of accuracy of the geo code.,The geocode is unknown.
75,Residential Care Facility,Institution,Institution New-to-File Date,Institution New-to-File Date,Yes,The date the institution record was added to the MCH database. Institutions with a date of 1950 were added to the MCH system prior to using date stamps on the data.,The date the institution record was added to the MCH database. Institutions with a date of 1950 were added to the MCH system prior to using date stamps on the data.
75,Residential Care Facility,Institution,Latitude,Latitude,No,"The distance running north or south of the earth's equator, expressed in degrees and minutes.","The distance running north or south of the earth's equator, expressed in degrees and minutes."
75,Residential Care Facility,Institution,Longitude,Longitude,No,"The distance east or west of the meridian at Greenwich, England, expressed in degrees and minutes.","The distance east or west of the meridian at Greenwich, England, expressed in degrees and minutes."
75,Residential Care Facility,Institution,NAICS Code-Primary,Assisted-Living Facilities with On-Site Nursing Facilities,No,The North American Industry Classification System code.,Provides a range of residential and personal care services with on-site nursing care facilities for the elderly and other persons who are unable to fully care for themselves and/or the elderly and other persons who do not desire to live independently.
75,Residential Care Facility,Institution,NAICS Code-Primary,Home Health Agencies,No,The North American Industry Classification System code.,"Provides skilled nursing services in the home, along with a range of the following: personal care services, homemaker and companion services, physical therapy, medical social services, medications, medical equipment and supplies, counseling, 24-hour home care, occupation and vocational therapy, dietary and nutritional services, speech therapy, audiology, and high-tech care, such as intravenous therapy."
75,Residential Care Facility,Institution,NAICS Code-Primary,Homes for the Elderly Without Nursing Care,No,The North American Industry Classification System code.,"Provides residential and personal care services (i.e., without on-site nursing care facilities) for the elderly or other persons who are unable to fully care for themselves and/or the elderly or other persons who do not desire to live independently."
75,Residential Care Facility,Institution,NAICS Code-Primary,Nursing Care Facilities (Skilled Nursing Facilities),No,The North American Industry Classification System code.,Provides inpatient nursing and rehabilitative services. The care is generally provided for an extended period of time to individuals requiring nursing care.
75,Residential Care Facility,Institution,NPI Available - Institution,No,Yes,Indicates whether or not a National Provider Identifier is available for the organization.,Indicates that the NPI Number is not available for the institution.
75,Residential Care Facility,Institution,NPI Available - Institution,Yes,Yes,Indicates whether or not a National Provider Identifier is available for the organization.,Indicates that the NPI Number is available for the institution.
75,Residential Care Facility,Institution,NPI Number - Institution,NPI Number - Institution,Yes,"A unique 10-digit identification number issued to health care organizations in the United States by the Centers for Medicare and Medicaid Services (CMS). The NPI has replaced the unique provider identification number (UPIN) as the required identifier for Medicare services, and is used by other payers, including commercial healthcare insurers.","A unique 10-digit identification number issued to health care organizations in the United States by the Centers for Medicare and Medicaid Services (CMS). The NPI has replaced the Unique Provider Identification Number (UPIN) as the required identifier for Medicare services, and is used by other payers, including commercial healthcare insurers."
75,Residential Care Facility,Institution,Physician Count,Physician Count,Yes,The number of physicians at the institution.,The number of physicians at the institution.
75,Residential Care Facility,Institution,Physician Size Code,A - Very Large (100+),No,A description value that identifies the range of number of physicians at the institution.,An organization with 100+ physicians.
75,Residential Care Facility,Institution,Physician Size Code,B - Large (50-99),No,A description value that identifies the range of number of physicians at the institution.,An organization with 50-99 physicians.
75,Residential Care Facility,Institution,Physician Size Code,C - Medium (10-49),No,A description value that identifies the range of number of physicians at the institution.,An organization with 10-49 physicians.
75,Residential Care Facility,Institution,Physician Size Code,D - Small (5-9),No,A description value that identifies the range of number of physicians at the institution.,An organization with 5-9 physicians.
75,Residential Care Facility,Institution,Physician Size Code,E - Very Small (1-4),No,A description value that identifies the range of number of physicians at the institution.,An organization with 1-4 physicians.
75,Residential Care Facility,Institution,Physician Size Code,F - Zero (0),No,A description value that identifies the range of number of physicians at the institution.,An organization with no affiliated physicians.
75,Residential Care Facility,Institution,Physician Size Code,U - Unknown,No,A description value that identifies the range of number of physicians at the institution.,An organization with an unknown number of physicians
75,Residential Care Facility,Institution,Provider Count,Provider Count,Yes,"The number of providers at the institution. A provider is a person such as a doctor, physician assistant, or nurse practitioner licensed by the state to perform specified health services.",The number of providers at the institution.
75,Residential Care Facility,Institution,Provider Size Code,A - Very Large (100+),No,A description value that identifies the range of number of providers at the institution.,An organization with 100+ providers.
75,Residential Care Facility,Institution,Provider Size Code,B - Large (50-99),No,A description value that identifies the range of number of providers at the institution.,An organization with 50-99 providers.
75,Residential Care Facility,Institution,Provider Size Code,C - Medium (10-49),No,A description value that identifies the range of number of providers at the institution.,An organization with 10-49 providers.
75,Residential Care Facility,Institution,Provider Size Code,D - Small (5-9),No,A description value that identifies the range of number of providers at the institution.,An organization with 5-9 providers.
75,Residential Care Facility,Institution,Provider Size Code,E - Very Small (1-4),No,A description value that identifies the range of number of providers at the institution.,An organization with 1-4 providers.
75,Residential Care Facility,Institution,Provider Size Code,U - Unknown,No,A description value that identifies the range of number of providers at the institution.,An organization with an unknown number of providers.
75,Residential Care Facility,Institution,Residential Care Specialty,Alzheimer Care,Yes,A type of specialized care provided residential patients.,The residential living facility provides care to patients with Alzheimer's.
75,Residential Care Facility,Institution,Residential Care Specialty,Behavioral Care,Yes,A type of specialized care provided residential patients.,The residential living facility provides care for patients with behavioral issues.
75,Residential Care Facility,Institution,Residential Care Specialty,Developmental Disabilities,Yes,A type of specialized care provided residential patients.,The residential living facility provides care for patients with developmental disabilities.
75,Residential Care Facility,Institution,Residential Care Specialty,Home Dialysis,Yes,A type of specialized care provided residential patients.,The residential living facility provides home dialysis to its patients.
75,Residential Care Facility,Institution,Residential Care Specialty,Hospice Care,Yes,A type of specialized care provided residential patients.,The residential living facility provides hospice care to its patients.
75,Residential Care Facility,Institution,Residential Care Specialty,Unknown,Yes,A type of specialized care provided residential patients.,It is unknown if the residential care facility provides specialized care to its residents.
75,Residential Care Facility,Institution,Residential Facility Type,Assisted Living,Yes,Indicates the type of care this facility provides.,Institutions that enable residents to live independently with access to a range of support services that may include emergency call service to on-site skilled nursing care.
75,Residential Care Facility,Institution,Residential Facility Type,Home Health,Yes,Indicates the type of care this facility provides.,A facility that supports its patients in their own home.
75,Residential Care Facility,Institution,Residential Facility Type,Independent Living,Yes,Indicates the type of care this facility provides.,"A facility that allows its residents self-sufficient living with access to medical support, if needed."
75,Residential Care Facility,Institution,Residential Facility Type,Nursing Home,Yes,Indicates the type of care this facility provides.,"A facility that provides extended care to patients who cannot care for themselves, but do not require hospitalization."
75,Residential Care Facility,Institution,Residential Facility Type,Other Residential Facility,Yes,Indicates the type of care this facility provides.,A long-term care facility for individuals with disabilities who cannot live in their own or family home. Many facilities are specialized in their care.
75,Residential Care Facility,Institution,SIC Code-Primary,Home Health Care Services,No,The Standard Industry Classification (SIC) code.,"Establishments primarily engaged in providing skilled nursing or medical care in the home, under supervision of a physician."
75,Residential Care Facility,Institution,SIC Code-Primary,"Nursing and Personal Care, NEC",No,The Standard Industry Classification (SIC) code.,"Provides a range of nursing and personal care services to patients who do not require the degree of care and treatment that a skilled or intermediate care facility provides. Some nursing care is required, such as the administration of medications and physician ordered treatments."
75,Residential Care Facility,Institution,SIC Code-Primary,Residential Care,No,The Standard Industry Classification (SIC) code.,"Establishments primarily engaged in the provision of residential, social, and personal care for children, the aged, and special categories of person with some limits on ability for self-care, but where medical care is not a major element."
75,Residential Care Facility,Institution,SIC Code-Primary,Skilled Nursing Care Facility,No,The Standard Industry Classification (SIC) code.,"Establishments primarily engaged in providing inpatient nursing and rehabilitative services to patients who require continuous health care, but not hospital services."
75,Residential Care Facility,Person,Certification Type,Advanced Nurse,No,The type of certification held by the contact person.,Holds an Advanced Nursing certification.
75,Residential Care Facility,Person,Certification Type,Anesthesia Assistant,No,The type of certification held by the contact person.,Holds an Anesthesia Assistant certification.
75,Residential Care Facility,Person,Certification Type,Audiologist,No,The type of certification held by the contact person.,Hold an Audiologist certification.
75,Residential Care Facility,Person,Certification Type,Certified Nurse Anesthetist,No,The type of certification held by the contact person.,Holds a Certified Nurse Anesthetist certification.
75,Residential Care Facility,Person,Certification Type,Chiropractor,No,The type of certification held by the contact person.,Holds a Chiropractic certification.
75,Residential Care Facility,Person,Certification Type,Clinical Nurse Specialist,No,The type of certification held by the contact person.,Holds a Clinical Nurse Specialist certification.
75,Residential Care Facility,Person,Certification Type,Doctor of Dental Surgery (DDS),No,The type of certification held by the contact person.,Holds a Doctor of Dental Surgery certification.
75,Residential Care Facility,Person,Certification Type,Doctor of Optometry,No,The type of certification held by the contact person.,Holds a Doctor of Optometry certification.
75,Residential Care Facility,Person,Certification Type,Doctor of Osteopathic Medicine (DO),No,The type of certification held by the contact person.,Holds a Doctor of Osteopathic Medicine certification.
75,Residential Care Facility,Person,Certification Type,Doctor of Podiatric Medicine,No,The type of certification held by the contact person.,Holds a Doctor of Podiatric Medicine certification.
75,Residential Care Facility,Person,Certification Type,Licensed Esthetician,No,The type of certification held by the contact person.,Holds a Licensed Esthetician certification.
75,Residential Care Facility,Person,Certification Type,Licensed Practical Nurse (LPN),No,The type of certification held by the contact person.,Holds a Licensed Practical Nurse certification.
75,Residential Care Facility,Person,Certification Type,Medical Doctor (MD),No,The type of certification held by the contact person.,Holds a Medical Doctor certification.
75,Residential Care Facility,Person,Certification Type,Naturopathic Doctor,No,The type of certification held by the contact person.,Holds a Naturopathic Doctor certification.
75,Residential Care Facility,Person,Certification Type,Nurse Midwife,No,The type of certification held by the contact person.,Holds a Nurse Midwife certification.
75,Residential Care Facility,Person,Certification Type,Nurse Practitioner (NP),No,The type of certification held by the contact person.,Holds a Nurse Practitioner certification.
75,Residential Care Facility,Person,Certification Type,Pharmacist,No,The type of certification held by the contact person.,Holds a Pharmacist certification.
75,Residential Care Facility,Person,Certification Type,Pharmacist Intern,No,The type of certification held by the contact person.,Holds a Pharmacist Internship certification.
75,Residential Care Facility,Person,Certification Type,Pharmacy Technician,No,The type of certification held by the contact person.,Holds a Pharmacy Technician certification.
